n;Bubble Sort;Merge Sort;Busca Sequencial;Busca Binaria
3052;60137391;1098888;3417;70
3053;59836186;1114397;3506;180
3054;60054596;1100981;3426;61
3055;60411344;1103977;3406;181
3056;60368242;1109056;3407;70
3057;59461585;1104899;3437;181
3058;60456677;1112824;3417;80
3059;60488058;1106271;3407;160
3060;60434285;1103676;3417;60
3061;60537470;1101993;3387;180
3062;60528142;1103286;3416;60
3063;60390242;1118845;3417;171
3064;60298172;1106972;3427;70
3065;59819684;1098226;3376;170
3066;61043968;1105801;3396;71
3067;60801854;1105710;3427;211
3068;60554681;1105500;3396;61
3069;60422234;1109036;3426;210
3070;60707116;1100620;3978;50
3071;61130169;1101772;3407;160
3072;60301128;1105249;3497;60
3073;60364024;1102464;3427;180
3074;62035595;1108966;3437;60
3075;61530970;1110920;3507;201
3076;61283345;1119025;3546;60
3077;61017679;1108736;3426;211
3078;60710544;1110850;3417;70
3079;61066989;1103896;3446;160
3080;61703172;1106972;3406;61
3081;61696149;1107563;3376;180
3082;61562357;1104718;3427;50
3083;60952826;1111080;3406;171
3084;61439238;1104337;3446;60
3085;61006236;1118194;3426;170
3086;61097788;1105810;3407;60
3087;61976444;1107994;3427;181
3088;60595317;1115098;3427;50
3089;61050910;1114196;3417;160
3090;61356423;1118964;3406;61
3091;61380718;1118654;3417;160
3092;61042915;1111712;3397;60
3093;61535528;1118394;3486;170
3094;61259792;1110459;3426;60
3095;61857401;1115919;3417;160
3096;61633159;1114106;3416;70
3097;61842653;1118223;3516;180
3098;62155549;1117372;3437;50
3099;61755350;1112693;3416;180
3100;61078181;1116941;3416;60
3101;61529477;1116230;3456;171
3102;62176759;1119827;3447;60
3103;62170276;1117342;3407;171
3104;61894028;1115128;3426;70
3105;61641928;1117923;3407;191
3106;61407658;1133642;3447;60
3107;62375481;1129725;3477;190
3108;61766589;1205327;4398;100
3109;65451128;1128594;3486;210
3110;62334313;1131388;3456;70
3111;62035414;1133492;3496;190
3112;62677055;1244319;4349;80
3113;62566759;1123945;3466;180
3114;63309479;1134764;3517;80
3115;63017612;1139594;3597;191
3116;62794704;1132330;3797;61
3117;62635207;1136337;3597;161
3118;63402945;1136948;3526;60
3119;63395090;1143160;3627;200
3120;63329407;1138431;3516;70
3121;65225105;1137249;3476;220
3122;63701153;1135536;3497;70
3123;63495067;1134955;3537;231
3124;62984971;1131809;3487;51
3125;63793745;1134324;3576;180
3126;63755664;1139694;3477;51
3127;64509546;1130887;3577;191
3128;64886241;1141948;3497;70
3129;63727221;1138722;3487;211
3130;63962311;1140425;3606;50
3131;63649005;1153800;3487;201
3132;64219994;1151446;3627;80
3133;64313910;1169038;5661;241
3134;64467207;1146095;3536;70
3135;64239009;1142539;3507;221
3136;63965097;1171603;3516;60
3137;64389913;1156826;3576;180
3138;64725260;1147689;3526;70
3139;64514546;1144914;3607;211
3140;64585549;1435107;3526;80
3141;64229221;1139684;3527;210
3142;63979724;1146397;3527;71
3143;63326100;1136888;3486;170
3144;64004811;1148590;3476;50
3145;64171544;1139453;3517;160
3146;63651420;1141797;3507;60
3147;63875309;1145825;3467;171
3148;64542137;1141407;3506;60
3149;64368051;1141126;3476;160
3150;64513784;1140856;3517;60
3151;64689272;1147949;3487;201
3152;63778828;1141728;3466;60
3153;64904956;1363282;3607;231
3154;64291398;1146957;3526;70
3155;64581250;1148490;3527;190
3156;64917751;1139343;3527;60
3157;65334411;1156485;3546;210
3158;64777767;1148190;3537;60
3159;64349166;1147889;3487;171
3160;64973194;1147008;3526;60
3161;65004542;1146466;3516;190
3162;64472748;1147979;3507;81
3163;64897403;1149272;3527;151
3164;64777999;1153049;3507;60
3165;64942517;1144743;3517;190
3166;64585569;1148199;3517;50
3167;64821961;1145755;3516;160
3168;64832731;1154371;3526;50
3169;65371490;1152318;3537;201
3170;66838547;1138301;3507;70
3171;66872390;1153760;3546;210
3172;65419179;1153189;3536;70
3173;65339770;1159250;3556;200
3174;65006757;1154662;3537;70
3175;64970229;1153811;3547;171
3176;65022326;1155553;3527;60
3177;65070406;1153169;3547;170
3178;66051753;1161345;3577;60
3179;65996721;1166213;3587;201
3180;65339640;1164329;3567;81
3181;65110842;1159070;3557;170
3182;66026397;1159271;3587;61
3183;64484489;1159842;3536;180
3184;65975792;1158939;3567;60
3185;67266949;1171262;3587;210
3186;66019124;1186912;3597;70
3187;67651749;1214032;3757;201
3188;68324498;1191430;3637;70
3189;67041888;1169259;3606;210
3190;66659060;1176703;3597;70
3191;66579972;1180820;3597;220
3192;67087532;1178266;3597;70
3193;67519122;1183155;3636;200
3194;67757317;1391755;3617;81
3195;67794686;1174750;3627;201
3196;67850972;1177735;3617;70
3197;68899976;1178326;3607;210
3198;67851563;1180350;3667;80
3199;68371367;1189396;5730;271
3200;67532385;1170191;3687;70
3201;68038513;1171734;3616;220
3202;67810116;1174328;3707;60
3203;67904682;1201670;3616;210
3204;67177673;1173316;3677;50
3205;67368038;1174830;3707;231
3206;69728427;1178957;3607;70
3207;67280285;1173627;3737;200
3208;67571399;1189788;3687;60
3209;66715556;1188105;3566;180
3210;67825796;1174008;3607;60
3211;67319828;1194526;3667;200
3212;67623306;1175772;3637;70
3213;68126498;1177024;3616;190
3214;67228827;1195287;3626;70
3215;67619841;1193224;3627;221
3216;68291356;1193244;3647;60
3217;68240973;1191000;3627;180
3218;68494918;1189938;3617;60
3219;68201169;1197973;3747;200
3220;67955247;1217860;3907;70
3221;68777146;1225124;3707;230
3222;67617977;1211638;3747;60
3223;67552533;1192122;3617;190
3224;67531275;1186511;4128;50
3225;67994500;1189898;3657;200
3226;68031191;1194146;3617;60
3227;69383220;1213331;3757;221
3228;68283282;1180640;3727;71
3229;68230753;1197011;4638;220
3230;68485872;1221307;3677;60
3231;68589034;1189176;3647;230
3232;68636955;1193284;4158;60
3233;67810996;1203193;3627;190
3234;68296066;1194036;3657;50
3235;68291516;1189988;3657;200
3236;68346731;1190037;3607;60
3237;68041940;1199876;3907;180
3238;68505739;1204495;3616;50
3239;68638817;1191029;3647;201
3240;68305615;1190999;3747;60
3241;68740748;1193324;3637;201
3242;68819887;1181652;3737;80
3243;68354033;1192993;3727;191
3244;68511269;1185239;3627;70
3245;68309881;1199566;3677;210
3246;69001357;1208122;3697;80
3247;69153472;1207431;3847;221
3248;69465294;1191641;3757;60
3249;69185652;1207331;4148;190
3250;71330837;1211158;3778;70
3251;70863702;1223822;3687;220
3252;70308885;1211328;4157;70
3253;70356422;1201540;3787;210
3254;69990639;1222169;3817;60
3255;69692320;1203803;3667;210
3256;69449815;1209194;3758;50
3257;69014822;1213081;3627;210
3258;69182946;1211508;3667;50
3259;70003452;1199786;3717;250
3260;69748165;1225103;3897;60
3261;69436091;1206068;3707;200
3262;68937917;1195849;3727;60
3263;69575502;1209314;3727;160
3264;70179352;1216467;3737;60
3265;70155786;1211138;3827;220
3266;69081256;1199325;3697;60
3267;69410803;1195278;3667;160
3268;69150024;1198053;3667;80
3269;69647818;1202622;3757;200
3270;70153093;1202160;4158;70
3271;71278299;1257895;3817;220
3272;72102020;1281620;3887;70
3273;74635255;1266020;3737;231
3274;73355409;1245261;3707;60
3275;71019635;1219473;3788;211
3276;71462375;1268825;3828;80
3277;73119326;1239290;3818;211
3278;84230207;1341983;3877;81
3279;75127777;1250802;3757;220
3280;71363630;1229201;3727;71
3281;70520081;1237056;3697;200
3282;70102688;1208864;3777;60
3283;69524014;1211929;3687;160
3284;70678968;1213562;3687;71
3285;70176677;1225534;3687;200
3286;71126926;1227047;3707;60
3287;74345983;1211628;3687;231
3288;70850017;1208693;3757;61
3289;70917463;1217720;3948;190
3290;70274770;1216046;3737;60
3291;70912204;1206298;3717;210
3292;71030526;1208262;3667;60
3293;71683909;1222759;3777;180
3294;71762967;1212741;3777;50
3295;70679057;1343616;3847;190
3296;70748647;1221316;3797;60
3297;70605230;1233390;3897;230
3298;70848355;1215295;3807;60
3299;71331129;1237967;3817;191
3300;71655997;1219443;3777;60
3301;70907646;1212770;3717;200
3302;70815162;1209265;3717;60
3303;72425898;1269346;3737;231
3304;72605835;1211769;3706;70
3305;72825345;1218462;3717;210
3306;73081135;1227359;3757;80
3307;73015461;1220125;3867;220
3308;71840592;1214284;3777;51
3309;71567681;1208523;3717;201
3310;70633171;1215085;3767;81
3311;72072346;1210877;3727;210
3312;71450301;1216067;3727;70
3313;70734161;1212430;3687;210
3314;71198110;1207651;3697;61
3315;71855991;1205737;3717;210
3316;72407925;1691748;6442;110
3317;71480889;1218782;3787;200
3318;71182981;1212840;3687;71
3319;72014488;1241334;3727;231
3320;77847017;1292379;3777;80
3321;74452683;1226687;3737;211
3322;71268261;1213572;3807;60
3323;71085709;1211087;3827;201
3324;71436867;1214755;4138;60
3325;71832116;1221207;3717;220
3326;71856481;1209956;3697;70
3327;71894383;1212421;3677;181
3328;71254164;1206549;3677;50
3329;72057438;1213833;3787;171
3330;71738110;1217139;3767;50
3331;71222444;1226367;3888;200
3332;72442368;1214354;3707;51
3333;73030210;1229502;3847;220
3334;72065915;1235774;3807;70
3335;71242182;1244199;3847;200
3336;72575859;1219914;3797;70
3337;72009969;1221798;3787;180
3338;72720329;1217098;3797;70
3339;76978352;1225565;3747;210
3340;73823595;1229001;3747;70
3341;72377779;1217389;3918;210
3342;73763232;1235152;3907;70
3343;74038427;1240151;3737;200
3344;74170424;1535164;7013;80
3345;76318558;1238228;4047;200
3346;73024238;1224522;3737;70
3347;73162096;1239691;3958;190
3348;72264176;1235744;3747;80
3349;71818641;1225965;3818;200
3350;73357161;1223610;3828;60
3351;72960169;1220335;3747;201
3352;72928790;1225444;3807;60
3353;74209968;1230123;3777;201
3354;72192722;1224983;3717;60
3355;73417264;1219763;3707;200
3356;72989114;1227959;3827;60
3357;72206588;1218962;3807;191
3358;72915174;1225805;3717;50
3359;73547127;1223080;3737;191
3360;72770443;1224783;3737;60
3361;72198985;1223491;3697;161
3362;72466234;1222689;3817;50
3363;73342745;1224112;3817;190
3364;73853151;1232908;3717;61
3365;73312839;1226757;3777;191
3366;73659508;1235393;3767;80
3367;73612089;1227669;3747;181
3368;73293843;1228320;3717;60
3369;73668246;1247806;3737;170
3370;72794118;1243798;3857;60
3371;73422254;1240903;3868;211
3372;73849394;1223190;3837;60
3373;73282142;1231606;3757;181
3374;73320272;1233209;3757;50
3375;73268566;1232498;4218;201
3376;73002628;1225715;3817;60
3377;74694957;1242466;3857;220
3378;74233062;1284414;3727;60
3379;73612961;1237447;3837;201
3380;74220688;1234061;3747;50
3381;73940764;1231456;3807;170
3382;73569590;1228801;3737;60
3383;73344669;1234841;3797;211
3384;73901120;1224473;3717;60
3385;73732666;1229461;3777;160
3386;73832481;1250701;4298;60
3387;74956146;1238579;3767;190
3388;74615418;1232788;3727;80
3389;74154114;1231786;3907;190
3390;74037476;1233921;3817;50
3391;74147051;1234561;3747;201
3392;73256413;1232608;3707;60
3393;74499562;1232628;3847;190
3394;74835770;1242777;3727;60
3395;74451572;1228690;3747;170
3396;74718340;1247586;3767;90
3397;74665311;1236044;3727;170
3398;74336346;1233730;3757;70
3399;73654559;1237577;3747;160
3400;73861046;1243378;3757;80
3401;74501604;1234982;3737;170
3402;74722949;1254629;3727;50
3403;75417529;1251773;3837;171
3404;75259975;1239080;3737;61
3405;75578310;1249710;3788;170
3406;74334082;1249269;3858;60
3407;75066572;1262033;3877;181
3408;75140362;1242156;3777;60
3409;75709927;1244560;3837;181
3410;75904382;1244250;3787;60
3411;77639880;1247746;3977;160
3412;75724163;1244730;3787;50
3413;75366003;1250903;3797;190
3414;74995459;1240342;3778;60
3415;75126185;1255741;3827;190
3416;76063078;1254629;3827;60
3417;75258052;1242005;3777;191
3418;75525852;1239982;3767;61
3419;75693746;1257754;3747;171
3420;75923618;1246173;3747;60
3421;75896235;1255601;3767;161
3422;75253223;1253467;3877;60
3423;75629737;1259088;3827;200
3424;74776289;1246363;3777;50
3425;75547745;1246032;3777;180
3426;75492810;1249119;3807;61
3427;75463186;1243809;3777;200
3428;75316881;1251162;3777;60
3429;76137929;1248077;3807;181
3430;76130305;1250341;3777;61
3431;76598160;1253638;3787;150
3432;76503081;1244570;3787;60
3433;76495439;1253867;3777;161
3434;75786040;1265319;3837;51
3435;76630109;1245152;3787;170
3436;76023766;1252906;3807;90
3437;76511379;1260190;3817;181
3438;76413383;1259048;3787;70
3439;76387406;1255170;3787;170
3440;75527356;1249710;3878;60
3441;75895996;1251143;3767;191
3442;77272702;1256974;3837;71
3443;76381234;1263836;3898;210
3444;76921877;1253627;3877;80
3445;77523153;1256663;3898;211
3446;77774161;1264427;3907;61
3447;77417124;1265218;3938;191
3448;77630253;1265399;3858;60
3449;77174409;1263626;3817;180
3450;77227789;1259809;3827;60
3451;77466646;1258747;3817;180
3452;77091884;1257113;3827;61
3453;76340899;1255210;3797;180
3454;77290697;1258115;3898;70
3455;77254570;1268946;3927;181
3456;77289936;1287591;3908;70
3457;76972721;1258146;3927;171
3458;77607489;1297599;3948;60
3459;77963757;1271180;3947;190
3460;77244992;1273675;3927;60
3461;77519586;1262043;3867;201
3462;77673664;1257454;3907;60
3463;78166617;1294724;5210;190
3464;77417625;1269487;3817;60
3465;78563911;1262043;3897;170
3466;77828123;1262493;3807;70
3467;79682434;1298482;3877;221
3468;78884150;1269477;3867;60
3469;78692962;1272563;3978;221
3470;78257086;1276300;4057;80
3471;78880283;1273123;3868;221
3472;78232460;1281760;3927;60
3473;78311468;1275669;3967;220
3474;77875802;1274596;3868;60
3475;77227087;1271501;3857;180
3476;78922202;1272853;3968;60
3477;79357997;1278123;3948;171
3478;78649681;1268485;3847;50
3479;77615585;1269898;3898;180
3480;78162249;1267403;3867;70
3481;77268996;1266361;3827;180
3482;78164203;1263315;3838;50
3483;78220297;1271862;3837;191
3484;78977024;1263436;3857;50
3485;78237259;1265049;3827;170
3486;78139856;1266582;3917;60
3487;78983476;1270509;3858;180
3488;78883719;1279165;3877;50
3489;78574291;1276460;3857;180
3490;78616410;1270599;16391;80
3491;78634583;1271651;3897;161
3492;79603207;1285577;3927;50
3493;78506654;1280467;3918;190
3494;78648750;1277832;3857;71
3495;78549624;1270188;3867;161
3496;79181016;1270670;3847;60
3497;79691131;1278975;3837;151
3498;78145147;1270248;3908;50
3499;78610679;1278213;3898;180
3500;79096258;1274316;3867;70
3501;79366914;1271470;3897;170
3502;79978079;1284475;3867;60
3503;79270083;1280187;3867;181
3504;79738730;1285678;3907;70
3505;81339157;1278925;3887;201
3506;80338313;1289824;3898;70
3507;80262191;1283554;3897;220
3508;81484719;1285136;4007;80
3509;80013034;1286047;3878;200
3510;81255450;1288463;3927;70
3511;80593652;1290837;3907;210
3512;81096282;1283874;3887;60
3513;82332767;1295736;3897;210
3514;80581539;1283313;3897;60
3515;80926304;1284655;3908;211
3516;79974021;1281880;3958;70
3517;80478326;1290237;4028;211
3518;79054179;1289194;4248;70
3519;79848826;1279686;3887;180
3520;79494634;1284355;3898;60
3521;79431686;1294954;3887;190
3522;80630320;1281589;3918;50
3523;79674260;1279075;3887;160
3524;80366096;1291008;4017;70
3525;79526794;1285978;3897;170
3526;80042689;1290165;3878;80
3527;80528700;1289895;3897;161
3528;80316532;1296447;3917;60
3529;79642249;1286929;3988;201
3530;80717763;1292871;3927;50
3531;80026009;1284996;3918;181
3532;80051857;1286619;3887;60
3533;81086475;1295666;3968;180
3534;80971668;1296266;3887;60
3535;81024248;1283213;3978;201
3536;81961131;1304833;3938;60
3537;81364935;1298982;3947;211
3538;81843151;1302749;3957;50
3539;80849901;1302409;3927;200
3540;81321244;1284946;3928;60
3541;81285817;1291548;3967;180
3542;81910568;1300464;3937;70
3543;82340251;1308359;3968;201
3544;81270991;1294694;4017;60
3545;81955781;1336322;3987;210
3546;82572317;1306876;4088;60
3547;84260817;1305675;3987;220
3548;82161436;1308329;4068;50
3549;81916659;1299233;3997;210
3550;82556536;1306686;3927;60
3551;81638669;1297218;3967;180
3552;81477556;1299833;4058;70
3553;82227622;1304572;4238;301
3554;82501193;1376086;4068;61
3555;82857721;1303230;4038;191
3556;82634754;1301507;4088;60
3557;81470363;1296447;3947;190
3558;81619643;1304312;3947;60
3559;82464874;1304082;3938;170
3560;81877967;1301837;3937;70
3561;82418279;1308710;3997;220
3562;81952836;1305024;3947;61
3563;82718981;1302779;3957;180
3564;82098068;1307679;3968;70
3565;82484060;1300685;3968;181
3566;83104002;1311165;4108;70
3567;82723079;1308971;3967;190
3568;82908655;1311786;3987;60
3569;82597274;1303421;3928;181
3570;83463034;1300695;3947;60
3571;82207272;1410811;4027;210
3572;83107048;1314601;3967;60
3573;82751903;1306887;3977;170
3574;83369319;1311416;3998;71
3575;83003212;1308159;3937;160
3576;82488811;1313249;3957;60
3577;82415523;1311285;4068;191
3578;83511324;1306677;3957;61
3579;83206063;1311976;3948;171
3580;83043118;1305063;3987;60
3581;83133718;1305344;3958;161
3582;83256858;1310453;3977;70
3583;83213746;1308340;4118;211
3584;83392092;1306646;3937;50
3585;83135612;1304311;3967;160
3586;82868521;1310033;3967;61
3587;82503157;1312839;3997;170
3588;84308607;1308550;4007;60
3589;83612033;1316675;4068;211
3590;83937252;1317046;3967;60
3591;82646536;1316484;3957;170
3592;83684238;1312117;4008;50
3593;83563933;1313359;4008;161
3594;82998433;1316866;3977;71
3595;84119764;1322846;4008;170
3596;84328324;1327375;4007;60
3597;84119513;1325091;3987;150
3598;84156312;1314851;4008;60
3599;83599110;1315193;4007;160
3600;83793944;1322446;4087;50
3601;83709546;1316355;3968;211
3602;85507702;1327124;4028;80
3603;85258195;1386516;4078;190
3604;83607485;1322856;4087;60
3605;84787735;1315493;3997;200
3606;84299140;1324529;4018;60
3607;85276038;1320292;4097;220
3608;84933718;1321814;4017;60
3609;85007917;1324159;4178;200
3610;85471224;1329850;4138;61
3611;85653936;1342142;4057;220
3612;84078256;1326884;4147;70
3613;84395600;1318839;3997;170
3614;84548697;1329609;4107;50
3615;84864158;1318829;4107;200
3616;86358896;1336092;4048;61
3617;84955679;1341601;4108;210
3618;85331462;1400131;4037;60
3619;85770434;1332395;4127;190
3620;84667128;1328668;3998;40
3621;85608360;1334158;4047;200
3622;85600525;1331323;4068;61
3623;86894789;1328457;4027;180
3624;86056570;1334378;4158;60
3625;86408910;1338737;4118;211
3626;85735179;1324209;4118;50
3627;84810697;1327606;4037;210
3628;86102707;1337604;4057;80
3629;85984575;1338306;4078;201
3630;86537099;1337494;4047;70
3631;86694314;1376167;4128;191
3632;86925357;1409440;4107;50
3633;86483238;1324991;4659;191
3634;86602693;1335120;4118;60
3635;86167918;1335301;4028;201
3636;85680847;1334238;4007;50
